,species,year,spawners,runsize
1124,Steelhead,2022,15204.0,
1125,Steelhead,2023,9295.0,
1150,Chum,1994,7967.0,
1151,Chum,1995,7928.0,
1152,Chum,1996,8404.0,
1153,Chum,1997,22250.0,
1154,Chum,1998,14664.0,
1155,Chum,1999,2650.0,
1156,Chum,2000,4650.0,
1157,Chum,2001,8620.0,
1158,Chum,2002,3060.0,
1159,Chum,2003,1782.0,
1160,Chum,2004,2020.0,
1161,Chum,2005,2335.0,
1162,Chum,2006,685.0,
1163,Chum,2007,474.0,
1164,Chum,2008,510.0,
1165,Chum,2009,1330.0,
1166,Chum,2010,1117.0,
1167,Chum,2011,3705.0,
1168,Chum,2012,2254.0,
1169,Chum,2013,1347.0,
1170,Chum,2014,1028.0,
1171,Chum,2015,,
1172,Chum,2016,,
1173,Chum,2017,700.0,
1174,Chum,2018,856.0,
1175,Chum,2019,1174.0,
1176,Chum,2020,71.0,
1177,Chum,2021,387.0,
1178,Chum,2022,1189.0,
1223,Coho,1994,81102.88197,
1224,Coho,1995,30598.91851,
1225,Coho,1996,26651.99314,
1226,Coho,1997,14456.39896,
1227,Coho,1998,63959.73632,
1228,Coho,1999,100192.2453,
1229,Coho,2000,50988.14034,
1230,Coho,2001,146360.9135,
1231,Coho,2002,73317.47965,
1232,Coho,2003,111131.2109,
1233,Coho,2004,82794.93542,
1234,Coho,2005,187440.0596,
1235,Coho,2006,107723.1079,
1236,Coho,2007,85259.17323,
1237,Coho,2008,48238.54877,
1238,Coho,2009,184614.7906,
1239,Coho,2010,100392.9678,
1240,Coho,2011,67654.82369,
1241,Coho,2012,64655.10821,
1242,Coho,2013,185811.0999,
1243,Coho,2014,156605.0499,
1244,Coho,2015,64552.48683,
1245,Coho,2016,111936.491,
1246,Coho,2017,115042.1567,
1247,Coho,2018,70629.98894,
1248,Coho,2019,83282.47183,
1249,Coho,2020,77628.63133,
1250,Coho,2021,42151.70238,
1251,Coho,2022,88134.0513,
1296,Pink,1994,248829.3925,
1297,Pink,1995,2052400.49,
1298,Pink,1996,2583068.753,
1299,Pink,1997,459031.05,
1300,Pink,1998,292005.7317,
1301,Pink,1999,1014654.46,
1302,Pink,2000,527547.288,
1303,Pink,2001,1379655.732,
1304,Pink,2002,1151739.785,
1305,Pink,2003,2052425.313,
1306,Pink,2004,1022946.123,
1307,Pink,2005,1823125.003,
1308,Pink,2006,183784.5951,
1309,Pink,2007,945540.3722,
1310,Pink,2008,121600.2173,
1311,Pink,2009,3653865.454,
1312,Pink,2010,486908.7311,
1313,Pink,2011,408787.9761,
1314,Pink,2012,377028.8378,
1315,Pink,2013,1759266.13,
1316,Pink,2014,2320555.432,
1317,Pink,2015,373931.2832,
1318,Pink,2016,179488.6781,
1319,Pink,2017,510003.4445,
1320,Pink,2018,23732.1117,
1321,Pink,2019,118027.3773,
1322,Pink,2020,56429.2187,
1323,Pink,2021,1008131.56,
1324,Pink,2022,2132498.62,
1369,Chinook,1994,89400.27821,
1370,Chinook,1995,83568.67019,
1371,Chinook,1996,69190.72439,
1372,Chinook,1997,56026.30892,
1373,Chinook,1998,71752.69011,
1374,Chinook,1999,68290.4399,
1375,Chinook,2000,77371.66816,
1376,Chinook,2001,77438.12589,
1377,Chinook,2002,54688.14904,
1378,Chinook,2003,48683.20812,
1379,Chinook,2004,58700.26661,
1380,Chinook,2005,59522.79796,
1381,Chinook,2006,79411.23825,
1382,Chinook,2007,44815.37721,
1383,Chinook,2008,37254.50933,
1384,Chinook,2009,39516.08865,
1385,Chinook,2010,40318.50032,
1386,Chinook,2011,34661.20722,
1387,Chinook,2012,26392.68133,
1388,Chinook,2013,78928.53086,
1389,Chinook,2014,67476.12229,
1390,Chinook,2015,41564.76769,
1391,Chinook,2016,32071.19085,
1392,Chinook,2017,15974.97274,
1393,Chinook,2018,44883.17266,
1394,Chinook,2019,106014.8472,
1395,Chinook,2020,16056.80326,
1396,Chinook,2021,16446.35604,
1397,Chinook,2022,8879.577475,
1442,Chum,1994,695523.2748,
1443,Chum,1995,922541.812,
1444,Chum,1996,774068.2527,
1445,Chum,1997,644051.5429,
1446,Chum,1998,1459639.704,
1447,Chum,1999,659173.5558,
1448,Chum,2000,579950.789,
1449,Chum,2001,762832.8172,
1450,Chum,2002,1051823.639,
1451,Chum,2003,1458886.749,
1452,Chum,2004,1180207.657,
1453,Chum,2005,697667.9688,
1454,Chum,2006,720738.9115,
1455,Chum,2007,460100.3944,
1456,Chum,2008,213337.6868,
1457,Chum,2009,361431.2433,
1458,Chum,2010,240022.9402,
1459,Chum,2011,945710.5591,
1460,Chum,2012,674616.1553,
1461,Chum,2013,676758.9325,
1462,Chum,2014,391350.769,
1463,Chum,2015,1014378.181,
1464,Chum,2016,718202.6069,
1465,Chum,2017,574950.4964,
1466,Chum,2018,532314.571,
1467,Chum,2019,517004.6482,
1468,Chum,2020,75589.61101,
1469,Chum,2021,317704.4981,
1470,Chum,2022,647668.4561,
1515,Coho,1994,118527.0934,
1516,Coho,1995,149311.2379,
1517,Coho,1996,69739.51555,
1518,Coho,1997,69443.79054,
1519,Coho,1998,393303.7328,
1520,Coho,1999,160196.1507,
1521,Coho,2000,174190.1171,
1522,Coho,2001,430242.6783,
1523,Coho,2002,258607.7878,
1524,Coho,2003,286162.4946,
1525,Coho,2004,263262.7505,
1526,Coho,2005,217186.0956,
1527,Coho,2006,123363.6681,
1528,Coho,2007,125091.6196,
1529,Coho,2008,120875.8815,
1530,Coho,2009,453031.9566,
1531,Coho,2010,198020.0687,
1532,Coho,2011,271520.2588,
1533,Coho,2012,178668.3068,
1534,Coho,2013,188323.4224,
1535,Coho,2014,228390.3387,
1536,Coho,2015,181830.6249,
1537,Coho,2016,174311.9825,
1538,Coho,2017,190609.4841,
1539,Coho,2018,109513.1694,
1540,Coho,2019,82966.3707,
1541,Coho,2020,113181.9887,
1542,Coho,2021,181721.2968,
1543,Coho,2022,170873.6801,
1588,Pink,1994,1225387.722,
1589,Pink,1995,2247435.79,
1590,Pink,1996,4905568.955,
1591,Pink,1997,3289976.478,
1592,Pink,1998,2312726.441,
1593,Pink,1999,3034208.913,
1594,Pink,2000,5693401.436,
1595,Pink,2001,8643519.088,
1596,Pink,2002,5918163.847,
1597,Pink,2003,5846472.304,
1598,Pink,2004,2785641.095,
1599,Pink,2005,5127756.321,
1600,Pink,2006,951071.7955,
1601,Pink,2007,4298397.343,
1602,Pink,2008,986533.428,
1603,Pink,2009,6989189.131,
1604,Pink,2010,867755.8208,
1605,Pink,2011,2203620.343,
1606,Pink,2012,2544730.13,
1607,Pink,2013,6978853.548,
1608,Pink,2014,3582158.031,
1609,Pink,2015,1154533.558,
1610,Pink,2016,3623226.728,
1611,Pink,2017,2663785.215,
1612,Pink,2018,502721.2848,
1613,Pink,2019,1149018.265,
1614,Pink,2020,5818961.646,
1615,Pink,2021,2669296.012,
1616,Pink,2022,1437015.863,
1661,Sockeye,1994,302462.7114,
1662,Sockeye,1995,231345.5769,
1663,Sockeye,1996,233036.1658,
1664,Sockeye,1997,332871.5165,
1665,Sockeye,1998,238659.5804,
1666,Sockeye,1999,72445.70497,
1667,Sockeye,2000,76602.67115,
1668,Sockeye,2001,98955.43112,
1669,Sockeye,2002,312768.0877,
1670,Sockeye,2003,575510.7292,
1671,Sockeye,2004,177189.2357,
1672,Sockeye,2005,201516.3519,
1673,Sockeye,2006,226601.1568,
1674,Sockeye,2007,172307.9426,
1675,Sockeye,2008,148064.6209,
1676,Sockeye,2009,184097.7673,
1677,Sockeye,2010,242953.1716,
1678,Sockeye,2011,743312.7325,
1679,Sockeye,2012,263406.8091,
1680,Sockeye,2013,421917.6784,
1681,Sockeye,2014,383680.8155,
1682,Sockeye,2015,317683.3024,
1683,Sockeye,2016,388079.2554,
1684,Sockeye,2017,192452.7751,
1685,Sockeye,2018,325713.6988,
1686,Sockeye,2019,141087.7869,
1687,Sockeye,2020,175743.2084,
1688,Sockeye,2021,383193.8898,
1689,Sockeye,2022,284798.7018,
1731,Chinook,1994,148064.3866,
1732,Chinook,1995,156260.8865,
1733,Chinook,1996,181335.7515,
1734,Chinook,1997,185678.1594,
1735,Chinook,1998,227690.116,
1736,Chinook,1999,160807.0205,
1737,Chinook,2000,126487.9068,
1738,Chinook,2001,146002.1041,
1739,Chinook,2002,178837.1121,
1740,Chinook,2003,228959.2289,
1741,Chinook,2004,194481.7198,
1742,Chinook,2005,101833.542,
1743,Chinook,2006,159560.9723,
1744,Chinook,2007,86384.17531,
1745,Chinook,2008,95747.65535,
1746,Chinook,2009,107050.5358,
1747,Chinook,2010,110317.7259,
1748,Chinook,2011,129273.4692,
1749,Chinook,2012,90014.92075,
1750,Chinook,2013,288374.6808,
1751,Chinook,2014,186637.9156,
1752,Chinook,2015,227996.27,
1753,Chinook,2016,235236.4309,
1754,Chinook,2017,216972.6102,
1755,Chinook,2018,184448.8339,
1756,Chinook,2019,183830.3949,
1757,Chinook,2020,228198.228,
1758,Chinook,2021,208991.8496,
1759,Chinook,2022,226248.4605,
1801,Chum,1994,2409982.255,
1802,Chum,1995,1032566.054,
1803,Chum,1996,1411041.644,
1804,Chum,1997,1982183.494,
1805,Chum,1998,3186084.298,
1806,Chum,1999,1201598.349,
1807,Chum,2000,495627.3916,
1808,Chum,2001,2145461.188,
1809,Chum,2002,2162693.751,
1810,Chum,2003,2015583.488,
1811,Chum,2004,2224373.964,
1812,Chum,2005,2184098.635,
1813,Chum,2006,1455915.098,
1814,Chum,2007,1444871.26,
1815,Chum,2008,1033383.186,
1816,Chum,2009,1074593.737,
1817,Chum,2010,713774.006,
1818,Chum,2011,2091962.892,
1819,Chum,2012,1874260.06,
1820,Chum,2013,1413004.118,
1821,Chum,2014,1295161.667,
1822,Chum,2015,1519374.969,
1823,Chum,2016,3122323.508,
1824,Chum,2017,1339368.232,
1825,Chum,2018,1165460.346,
1826,Chum,2019,500661.3308,
1827,Chum,2020,1130918.395,
1828,Chum,2021,495607.379,
1829,Chum,2022,633678.3335,
1871,Coho,1994,306599.1267,
1872,Coho,1995,346624.7271,
1873,Coho,1996,219470.4347,
1874,Coho,1997,210544.7416,
1875,Coho,1998,487869.4965,
1876,Coho,1999,340155.3477,
1877,Coho,2000,517038.2378,
1878,Coho,2001,793711.0817,
1879,Coho,2002,530132.0692,
1880,Coho,2003,467217.8584,
1881,Coho,2004,535931.7096,
1882,Coho,2005,279752.8709,
1883,Coho,2006,233312.6704,
1884,Coho,2007,262242.5568,
1885,Coho,2008,270808.2303,
1886,Coho,2009,521823.6117,
1887,Coho,2010,384473.0419,
1888,Coho,2011,502327.6809,
1889,Coho,2012,378270.0532,
1890,Coho,2013,634719.772,
1891,Coho,2014,518586.0742,
1892,Coho,2015,251618.8226,
1893,Coho,2016,312204.3034,
1894,Coho,2017,333421.9426,
1895,Coho,2018,381403.7542,
1896,Coho,2019,209220.9161,
1897,Coho,2020,417367.4562,
1898,Coho,2021,517726.3427,
1899,Coho,2022,416050.37,
1941,Pink,1994,1991724.358,
1942,Pink,1995,475018.2968,
1943,Pink,1996,3479518.847,
1944,Pink,1997,832623.4372,
1945,Pink,1998,3285497.684,
1946,Pink,1999,1531613.832,
1947,Pink,2000,9376325.329,
1948,Pink,2001,3842933.57,
1949,Pink,2002,1221306.636,
1950,Pink,2003,673651.1785,
1951,Pink,2004,2680703.524,
1952,Pink,2005,938375.9854,
1953,Pink,2006,942930.0494,
1954,Pink,2007,1195084.318,
1955,Pink,2008,778830.62,
1956,Pink,2009,4177731.614,
1957,Pink,2010,1391255.703,
1958,Pink,2011,776398.5308,
1959,Pink,2012,4326852.456,
1960,Pink,2013,3522992.93,
1961,Pink,2014,6513229.993,
1962,Pink,2015,3641327.659,
1963,Pink,2016,1235009.747,
1964,Pink,2017,963092.0728,
1965,Pink,2018,613166.9829,
1966,Pink,2019,1358670.843,
1967,Pink,2020,1329108.585,
1968,Pink,2021,1901960.194,
1969,Pink,2022,2324998.04,
2011,Sockeye,1994,197270.9072,
2012,Sockeye,1995,200749.2321,
2013,Sockeye,1996,283368.0692,
2014,Sockeye,1997,745509.8389,
2015,Sockeye,1998,156351.7583,
2016,Sockeye,1999,200256.7554,
2017,Sockeye,2000,131947.772,
2018,Sockeye,2001,269480.9529,
2019,Sockeye,2002,936737.099,
2020,Sockeye,2003,355642.4686,
2021,Sockeye,2004,235801.1096,
2022,Sockeye,2005,244839.045,
2023,Sockeye,2006,326586.105,
2024,Sockeye,2007,225012.2598,
2025,Sockeye,2008,314775.3882,
2026,Sockeye,2009,334407.6871,
2027,Sockeye,2010,1159471.813,
2028,Sockeye,2011,1103497.686,
2029,Sockeye,2012,593396.1957,
2030,Sockeye,2013,584242.0921,
2031,Sockeye,2014,812457.3374,
2032,Sockeye,2015,645434.5465,
2033,Sockeye,2016,557303.1769,
2034,Sockeye,2017,354641.6989,
2035,Sockeye,2018,668936.0716,
2036,Sockeye,2019,427734.5855,
2037,Sockeye,2020,188584.2091,
2038,Sockeye,2021,703406.7339,
2039,Sockeye,2022,864549.436,
2081,Steelhead,1994,1358.55039,
2082,Steelhead,1995,1859.795729,
2083,Steelhead,1996,2146.910578,
2084,Steelhead,1997,1313.818666,
2085,Steelhead,1998,2017.418176,
2086,Steelhead,1999,1233.0,
2087,Steelhead,2000,1806.0,
2088,Steelhead,2001,1980.0,
2089,Steelhead,2002,1878.0,
2090,Steelhead,2003,1298.0,
2091,Steelhead,2004,1108.0,
2092,Steelhead,2005,1209.328211,
2093,Steelhead,2006,1735.0,
2094,Steelhead,2007,1836.777934,
2095,Steelhead,2008,1535.339167,
2096,Steelhead,2009,1558.186476,
2097,Steelhead,2010,2214.344967,
2098,Steelhead,2011,2347.837899,
2099,Steelhead,2012,2362.533081,
2100,Steelhead,2013,2317.317137,
2101,Steelhead,2014,2091.237416,
2102,Steelhead,2015,1757.769828,
2103,Steelhead,2016,1864.027297,
2104,Steelhead,2017,1755.509031,
2105,Steelhead,2018,1150.55344,
2106,Steelhead,2019,1191.050492,
2107,Steelhead,2020,1668.103809,
2108,Steelhead,2021,570.2139918,
2109,Steelhead,2022,1057.001789,
2120,Chinook,1994,281034.0,
2121,Chinook,1995,188265.0,
2122,Chinook,1996,274957.0,
2123,Chinook,1997,278594.0,
2124,Chinook,1998,405069.0,
2125,Chinook,1999,292573.0,
2126,Chinook,2000,236028.0,
2127,Chinook,2001,315970.0,
2128,Chinook,2002,369465.0,
2129,Chinook,2003,539720.0,
2130,Chinook,2004,324804.0,
2131,Chinook,2005,266211.0,
2132,Chinook,2006,363518.0,
2133,Chinook,2007,197247.0,
2134,Chinook,2008,203270.0,
2135,Chinook,2009,241531.0,
2136,Chinook,2010,394315.0,
2137,Chinook,2011,314317.0,
2138,Chinook,2012,139631.0,
2139,Chinook,2013,234665.0,
2140,Chinook,2014,286437.0,
2141,Chinook,2015,404520.0,
2142,Chinook,2016,181018.0,
2143,Chinook,2017,153658.0,
2144,Chinook,2018,131284.0,
2145,Chinook,2019,265597.0,
2146,Chinook,2020,268209.0,
2147,Chinook,2021,291092.0,
2148,Chinook,2022,311086.0,
2149,Chinook,2023,907276.0,
2150,Chum,1998,3471851.0,3680242.0
2151,Chum,1999,2894103.0,3171971.0
2152,Chum,2000,667730.0,734459.0
2153,Chum,2001,3014752.0,3250189.0
2154,Chum,2002,2260681.0,2455199.0
2155,Chum,2003,1470262.0,1626881.0
2156,Chum,2004,2664646.0,2923464.0
2157,Chum,2005,1373327.0,1556112.0
2158,Chum,2006,2078453.0,2488803.0
2159,Chum,2007,1054935.0,1218267.0
2160,Chum,2008,958115.0,1134714.0
2161,Chum,2009,643880.0,788168.0
2162,Chum,2010,645328.0,690265.0
2163,Chum,2011,1115873.0,1236104.0
2164,Chum,2012,1523901.0,1776967.0
2165,Chum,2013,979906.0,1288663.0
2166,Chum,2014,1141803.0,1396243.0
2167,Chum,2015,985248.0,1299735.0
2168,Chum,2016,1988604.0,2431447.0
2169,Chum,2017,665119.0,937432.0
2170,Chum,2018,706948.0,813119.0
2171,Chum,2019,316507.0,339931.0
2172,Chum,2020,553359.0,646648.0
2173,Chum,2021,536961.0,566236.0
2174,Chum,2022,1141649.0,1230112.0
2185,Coho,1994,37543.0,66252.0
2186,Coho,1995,29018.0,66191.0
2187,Coho,1996,12514.0,75828.0
2188,Coho,1997,21916.0,36826.0
2189,Coho,1998,28197.0,30335.0
2190,Coho,1999,24616.0,27058.0
2191,Coho,2000,23513.0,24423.0
2192,Coho,2001,62979.0,67792.0
2193,Coho,2002,57570.0,62454.0
2194,Coho,2003,22500.0,25862.0
2195,Coho,2004,42025.0,48390.0
2196,Coho,2005,14503.0,16668.0
2197,Coho,2006,9940.0,10972.0
2198,Coho,2007,60220.0,67835.0
2199,Coho,2008,17339.0,19222.0
2200,Coho,2009,23197.0,26260.0
2201,Coho,2010,40729.0,45543.0
2202,Coho,2011,28419.0,32575.0
2203,Coho,2012,57560.0,65036.0
2204,Coho,2013,58645.0,70022.0
2205,Coho,2014,19601.0,28741.0
2206,Coho,2015,12849.0,15645.0
2207,Coho,2016,65609.0,70805.0
2208,Coho,2017,24794.0,27550.0
2209,Coho,2018,33980.0,40195.0
2210,Coho,2019,43984.0,56174.0
2211,Coho,2020,72813.0,84891.0
2212,Coho,2021,87639.0,96839.0
2213,Coho,2022,72806.0,85730.0
2232,Pink,1995,7174584.0,12903708.0
2233,Pink,1997,2842108.0,8175964.0
2234,Pink,1999,3444982.0,3608265.0
2235,Pink,2001,19813620.0,21261774.0
2236,Pink,2003,22181030.0,24250000.0
2237,Pink,2005,8809624.0,9870000.0
2238,Pink,2007,7650052.0,8490000.0
2239,Pink,2009,15428836.0,19936153.0
2240,Pink,2011,12784508.0,20645120.0
2241,Pink,2013,9344490.0,15897819.0
2242,Pink,2015,5368996.0,5865236.0
2243,Pink,2017,3392159.0,3563091.0
2244,Pink,2019,8307419.0,8858203.0
2245,Pink,2021,7827445.0,8107514.0
2246,Pink,2023,9576629.0,10520844.0
2348,Sockeye,1994,3103636.0,17305645.0
2349,Sockeye,1995,1757009.0,3976537.0
2350,Sockeye,1996,2056236.0,4662914.0
2351,Sockeye,1997,4262269.0,16557244.0
2352,Sockeye,1998,4427679.0,10869581.0
2353,Sockeye,1999,1867769.0,3644642.0
2354,Sockeye,2000,2354260.0,5225193.0
2355,Sockeye,2001,5278817.0,7206916.0
2356,Sockeye,2002,10131025.0,15391037.0
2357,Sockeye,2003,1987715.0,4861713.0
2358,Sockeye,2004,525309.0,4257331.0
2359,Sockeye,2005,3360632.0,6958782.0
2360,Sockeye,2006,4662857.0,13038063.0
2361,Sockeye,2007,888896.0,1579386.0
2362,Sockeye,2008,817020.0,1719263.0
2363,Sockeye,2009,1103321.0,1669612.0
2364,Sockeye,2010,13142562.0,28215074.0
2365,Sockeye,2011,2586342.0,5128780.0
2366,Sockeye,2012,925467.0,2065952.0
2367,Sockeye,2013,2572096.0,4328793.0
2368,Sockeye,2014,5890523.0,18892957.0
2369,Sockeye,2015,1192968.0,2011990.0
2370,Sockeye,2016,487032.0,836117.0
2371,Sockeye,2017,955791.0,1296257.0
2372,Sockeye,2018,4102178.0,11032787.0
2373,Sockeye,2019,304568.0,581128.0
2374,Sockeye,2020,273843.0,396164.0
2375,Sockeye,2021,1905754.0,2459134.0
2376,Sockeye,2022,3509983.0,6650960.0
2377,Sockeye,2023,,1667017.0
2400,Steelhead,1994,3577.0,
2401,Steelhead,1995,3420.0,
2402,Steelhead,1996,1538.0,
2403,Steelhead,1997,4373.0,
2404,Steelhead,1998,2142.0,
2405,Steelhead,1999,3264.0,
2406,Steelhead,2000,2239.0,
2407,Steelhead,2001,3068.0,
2408,Steelhead,2002,4274.0,
2409,Steelhead,2003,2397.0,
2410,Steelhead,2004,1204.0,
2411,Steelhead,2005,2824.0,
2412,Steelhead,2006,2212.0,
2413,Steelhead,2007,1114.0,
2414,Steelhead,2008,1318.0,
2415,Steelhead,2009,1040.0,
2416,Steelhead,2010,734.0,
2417,Steelhead,2011,894.0,
2418,Steelhead,2012,1307.0,
2419,Steelhead,2013,1464.0,
2420,Steelhead,2014,2255.0,
2421,Steelhead,2015,1268.0,
2422,Steelhead,2016,494.0,
2423,Steelhead,2017,427.0,
2424,Steelhead,2018,227.0,
2425,Steelhead,2019,360.0,
2426,Steelhead,2020,295.0,
2427,Steelhead,2021,222.0,
2428,Chinook,2006,34.0,
2429,Chinook,2007,7.0,
2430,Chinook,2008,14.0,
2431,Chinook,2009,6.0,
2432,Chinook,2010,5.0,
2433,Chinook,2011,21.0,
2434,Chinook,2012,11.0,
2435,Chinook,2013,40.0,
2436,Chinook,2014,50.0,
2437,Chinook,2015,61.0,
2438,Chinook,2016,40.0,
2439,Chinook,2017,54.0,
2440,Chinook,2018,10.0,
2441,Chinook,2019,15.0,
2442,Chinook,2020,79.0,
2443,Chinook,2021,73.0,
2444,Chinook,2022,23.0,
2478,Sockeye,1994,1977.0,
2479,Sockeye,1995,4581.0,
2480,Sockeye,1996,17035.0,
2481,Sockeye,1997,11996.0,
2482,Sockeye,1998,3708.0,
2483,Sockeye,1999,5648.0,
2484,Sockeye,2000,29243.0,
2485,Sockeye,2001,41922.0,
2486,Sockeye,2002,4898.0,
2487,Sockeye,2003,17753.0,
2488,Sockeye,2004,41571.0,
2489,Sockeye,2005,31536.0,
2490,Sockeye,2006,20819.0,
2491,Sockeye,2007,13504.0,
2492,Sockeye,2008,127602.0,
2493,Sockeye,2009,64141.0,
2494,Sockeye,2010,209974.0,
2495,Sockeye,2011,77650.0,
2496,Sockeye,2012,94071.0,
2497,Sockeye,2013,36557.0,
2498,Sockeye,2014,146701.0,
2499,Sockeye,2015,10443.0,
2500,Sockeye,2016,55190.0,
2501,Sockeye,2017,10040.0,
2502,Sockeye,2018,31001.0,
2503,Sockeye,2019,13108.0,
2504,Sockeye,2020,48138.0,
2505,Sockeye,2021,15499.0,
2506,Sockeye,2022,113393.0,
2507,Steelhead,2006,134.0,
2508,Steelhead,2007,29.0,
2509,Steelhead,2008,38.0,
2510,Steelhead,2009,50.0,
2511,Steelhead,2010,112.0,
2512,Steelhead,2011,38.0,
2513,Steelhead,2012,15.0,
2514,Steelhead,2013,22.0,
2515,Steelhead,2014,23.0,
2516,Steelhead,2015,65.0,
2517,Steelhead,2016,15.0,
2518,Steelhead,2017,10.0,
2519,Steelhead,2018,9.0,
2520,Steelhead,2019,34.0,
2521,Steelhead,2020,24.0,
2522,Steelhead,2021,1.0,
2523,Steelhead,2022,9.0,
2524,Steelhead,2023,7.0,
